franchise_id,franchise_name,franchise_url,total_gross,num_movies,average_gross,highest_grossing_movie,Franchise,No. of Movies,Domestic Box Office,Infl. Adj. Dom. Box Office,Worldwide Box Office,First Year,Last Year,No. of Years
1,Marvel Cinematic Universe,https://www.the-numbers.com/movies/franchise/Marvel-Cinematic-Universe,43,"$12,438,221,724","$14,756,455,925","$31,056,507,006",Marvel Cinematic Universe,45,"$12,436,709,969","$14,754,986,708","$31,040,311,843",2008,2027,19
2,Star Wars,https://www.the-numbers.com/movies/franchise/Star-Wars,15,"$5,102,241,117","$9,533,071,731","$10,324,484,384",Star Wars,15,"$5,102,241,117","$9,533,071,731","$10,326,240,911",1977,2027,50
3,James Bond,https://www.the-numbers.com/movies/franchise/James-Bond,27,"$2,297,557,630","$7,188,939,438","$7,878,060,107",James Bond,27,"$2,297,557,630","$7,188,939,438","$7,878,060,107",1963,2021,58
4,Batman,https://www.the-numbers.com/movies/franchise/Batman,28,"$3,211,917,572","$5,105,997,502","$7,010,200,014",Batman,28,"$3,205,228,285","$5,098,349,237","$6,969,201,092",1966,2026,60
5,Spider-Man,https://www.the-numbers.com/movies/franchise/Spider-Man,13,"$3,699,796,916","$4,882,977,893","$8,974,837,979",Spider-Man,13,"$3,699,796,916","$4,882,977,893","$8,963,442,726",2002,2025,23
7,X-Men,https://www.the-numbers.com/movies/franchise/X-Men,14,"$3,095,211,123","$4,071,052,112","$7,413,878,530",X-Men,14,"$3,093,699,368","$4,069,540,357","$7,409,010,636",2000,2024,24
8,Jurassic Park,https://www.the-numbers.com/movies/franchise/Jurassic-Park,7,"$2,273,634,802","$3,601,633,510","$6,026,384,764",Jurassic Park,7,"$2,273,634,802","$3,600,429,373","$6,026,384,764",1993,2025,32
9,DC Extended Universe,https://www.the-numbers.com/movies/franchise/DC-Extended-Universe,26,"$2,781,499,251","$3,279,880,993","$7,141,557,870",DC Extended Universe,26,"$2,781,499,251","$3,279,880,993","$7,141,557,870",2013,2023,10
10,Avengers,https://www.the-numbers.com/movies/franchise/Avengers,6,"$2,619,552,260","$3,244,590,887","$7,707,019,725",Avengers,6,"$2,619,552,260","$3,244,590,887","$7,707,019,725",2012,2027,15
11,Bambi,https://www.the-numbers.com/movies/franchise/Bambi,2,"$102,797,000","$3,179,143,103","$302,000,000",Bambi,2,"$102,797,000","$3,179,143,103","$302,000,000",1942,2006,64
12,Star Trek,https://www.the-numbers.com/movies/franchise/Star-Trek,15,"$1,400,952,879","$3,070,403,368","$2,266,907,732",Star Trek,15,"$1,400,952,879","$3,070,403,368","$2,266,907,732",1979,2025,46
13,Peter Jackson's Lord of the Rings,https://www.the-numbers.com/movies/franchise/Peter-Jacksons-Lord-of-the-Rings,9,"$1,861,604,296","$2,991,648,817","$5,854,662,084",Peter Jackson's Lord of the Rings,9,"$1,861,604,296","$2,991,648,817","$5,854,660,013",2001,2026,25
14,Fast and the Furious,https://www.the-numbers.com/movies/franchise/Fast-and-the-Furious,12,"$2,009,883,998","$2,687,383,888","$7,321,468,016",Fast and the Furious,12,"$2,009,883,998","$2,687,383,888","$7,321,468,016",2001,2026,25
15,Indiana Jones,https://www.the-numbers.com/movies/franchise/Indiana-Jones,5,"$1,094,319,743","$2,616,230,380","$2,345,302,461",Indiana Jones,5,"$1,094,319,743","$2,616,230,380","$2,345,302,461",1981,2023,42
16,Shrek,https://www.the-numbers.com/movies/franchise/Shrek,9,"$1,606,263,228","$2,496,357,425","$4,031,458,435",Shrek,9,"$1,606,263,228","$2,496,101,982","$4,031,458,435",2001,2026,25
17,Rocky,https://www.the-numbers.com/movies/franchise/Rocky,10,"$948,288,490","$2,451,097,042","$1,933,339,002",Rocky,10,"$948,288,490","$2,451,097,042","$1,933,339,002",1976,2023,47
18,Superman,https://www.the-numbers.com/movies/franchise/Superman,12,"$1,152,698,852","$2,426,693,258","$2,553,272,239",Superman,12,"$1,152,698,852","$2,426,693,258","$2,553,272,239",1978,2025,47
19,Transformers,https://www.the-numbers.com/movies/franchise/Transformers,9,"$1,798,797,520","$2,421,048,080","$5,414,101,354",Transformers,10,"$1,792,594,350","$2,414,844,910","$5,396,707,997",1986,2024,38
20,Despicable Me,https://www.the-numbers.com/movies/franchise/Despicable-Me,10,"$1,952,767,130","$2,319,597,955","$5,614,667,932",Despicable Me,10,"$1,952,767,130","$2,318,896,565","$5,608,593,313",2010,2027,17
22,Toy Story,https://www.the-numbers.com/movies/franchise/Toy-Story,8,"$1,436,427,934","$2,234,593,152","$3,273,072,806",Toy Story,8,"$1,436,427,934","$2,234,593,152","$3,273,072,806",1995,2026,31
23,101 Dalmatians,https://www.the-numbers.com/movies/franchise/101-Dalmatians,3,"$356,130,853","$2,206,709,379","$524,444,124",101 Dalmatians,3,"$356,130,853","$2,206,709,379","$524,444,124",1961,2000,39
24,Hunger Games,https://www.the-numbers.com/movies/franchise/Hunger-Games,6,"$1,617,889,120","$2,086,190,224","$3,304,575,176",Hunger Games,6,"$1,617,889,120","$2,086,190,224","$3,304,575,176",2012,2026,14
25,Jaws,https://www.the-numbers.com/movies/franchise/Jaws,4,"$442,167,994","$2,067,636,501","$832,424,337",Jaws,4,"$442,167,994","$2,066,927,986","$832,424,337",1975,1987,12
26,Mission: Impossible,https://www.the-numbers.com/movies/franchise/Mission-Impossible,8,"$1,327,133,487","$2,058,812,848","$4,143,516,803",Mission: Impossible,8,"$1,327,133,487","$2,058,812,848","$4,143,516,803",1996,2025,29
27,Twilight,https://www.the-numbers.com/movies/franchise/Twilight,6,"$1,365,922,346","$1,906,157,967","$3,312,483,592",Twilight,6,"$1,365,922,346","$1,906,157,967","$3,312,483,592",2008,2012,4
28,Planet of the Apes,https://www.the-numbers.com/movies/franchise/Planet-of-the-Apes,10,"$964,206,474","$1,791,222,268","$2,511,686,885",Planet of the Apes,10,"$964,206,474","$1,791,222,268","$2,511,686,885",1968,2024,56
29,Avatar,https://www.the-numbers.com/movies/franchise/Avatar,5,"$1,469,297,416","$1,782,985,061","$5,241,220,412",Avatar,5,"$1,469,297,416","$1,808,086,345","$5,241,220,412",2009,2031,22
30,Dark Knight Trilogy,https://www.the-numbers.com/movies/franchise/Dark-Knight-Trilogy,3,"$1,187,718,364","$1,753,807,967","$2,446,694,472",Dark Knight Trilogy,3,"$1,187,718,364","$1,752,848,989","$2,446,694,472",2005,2012,7
31,Peter Pan,https://www.the-numbers.com/movies/franchise/Peter-Pan,7,"$355,579,537","$1,736,996,794","$708,714,979",Peter Pan,7,"$355,579,537","$1,736,996,794","$708,714,979",1953,2023,70
32,The Lion King,https://www.the-numbers.com/movies/franchise/Lion-King-The,5,"$967,619,269","$1,621,232,411","$2,649,844,129",The Lion King,5,"$967,619,269","$1,621,232,411","$2,649,844,129",1994,2024,30
33,King Kong,https://www.the-numbers.com/movies/franchise/King-Kong,7,"$750,724,612","$1,618,408,981","$2,235,088,681",King Kong,7,"$750,724,612","$1,618,408,981","$2,235,088,681",1933,2024,91
34,Exorcist,https://www.the-numbers.com/movies/franchise/Exorcist,8,"$388,583,443","$1,573,946,510","$660,053,927",Exorcist,8,"$388,583,443","$1,573,946,510","$660,053,927",1973,2025,52
35,Lady and the Tramp,https://www.the-numbers.com/movies/franchise/Lady-and-the-Tramp,2,"$93,600,000","$1,509,516,846","$93,638,184",Lady and the Tramp,2,"$93,600,000","$1,509,516,846","$93,638,184",1955,2001,46
36,Billy Jack,https://www.the-numbers.com/movies/franchise/Billy-Jack,3,"$223,000,000","$1,476,725,476","$223,000,000",Billy Jack,3,"$223,000,000","$1,476,725,476","$223,000,000",1967,1974,7
37,Deadpool,https://www.the-numbers.com/movies/franchise/Deadpool,3,"$1,324,408,302","$1,473,313,874","$2,906,210,888",Deadpool,3,"$1,322,896,547","$1,471,802,119","$2,901,342,994",2016,2024,8
38,Ghostbusters,https://www.the-numbers.com/movies/franchise/Ghostbusters,6,"$726,186,662","$1,453,625,908","$1,144,427,556",Ghostbusters,6,"$726,186,662","$1,453,625,908","$1,144,441,425",1984,2024,40
39,Iron Man,https://www.the-numbers.com/movies/franchise/Iron-Man,3,"$1,040,029,729","$1,447,502,039","$2,420,665,172",Iron Man,3,"$1,040,029,729","$1,447,502,039","$2,421,720,208",2008,2013,5
40,Mary Poppins,https://www.the-numbers.com/movies/franchise/Mary-Poppins,2,"$274,230,583","$1,388,744,053","$447,905,601",Mary Poppins,2,"$274,230,583","$1,388,744,053","$447,905,601",1964,2018,54
41,Godfather,https://www.the-numbers.com/movies/franchise/Godfather,3,"$260,446,056","$1,353,134,933","$394,181,312",Godfather,3,"$260,446,056","$1,353,134,933","$394,181,312",1972,1990,18
42,Wolverine,https://www.the-numbers.com/movies/franchise/Wolverine,4,"$1,175,462,935","$1,342,998,194","$2,743,385,754",Wolverine,4,"$1,173,951,180","$1,341,486,439","$2,738,517,860",2009,2024,15
43,Alien,https://www.the-numbers.com/movies/franchise/Alien,9,"$681,424,010","$1,337,578,663","$1,983,755,097",Alien,9,"$681,358,060","$1,337,512,713","$1,975,707,067",1979,2024,45
44,Sony’s Marvel Universe,https://www.the-numbers.com/movies/franchise/Sonys-Marvel-Universe,11,"$1,246,336,835","$1,334,503,176","$3,114,711,715",Sony’s Marvel Universe,11,"$1,116,511,359","$1,204,677,700","$2,677,373,291",2018,2025,7
46,Men in Black,https://www.the-numbers.com/movies/franchise/Men-in-Black,5,"$704,184,140","$1,286,184,707","$1,942,133,967",Men in Black,5,"$704,184,140","$1,286,184,707","$1,942,133,967",1997,2019,22
47,Terminator,https://www.the-numbers.com/movies/franchise/Terminator,6,"$669,177,934","$1,277,423,909","$2,074,449,203",Terminator,6,"$669,177,934","$1,277,423,909","$2,074,449,203",1984,2019,35
48,Finding Nemo,https://www.the-numbers.com/movies/franchise/Finding-Nemo,2,"$866,824,931","$1,268,633,250","$1,961,100,977",Finding Nemo,2,"$866,824,931","$1,268,633,250","$1,961,100,977",2003,2016,13
49,Guardians of the Galaxy,https://www.the-numbers.com/movies/franchise/Guardians-of-the-Galaxy,4,"$1,082,523,028","$1,267,706,300","$2,485,439,102",Guardians of the Galaxy,4,"$1,082,523,028","$1,267,706,300","$2,485,439,102",2014,2023,9
50,Beverly Hills Cop,https://www.the-numbers.com/movies/franchise/Beverly-Hills-Cop,4,"$431,012,375","$1,266,895,515","$712,145,974",Beverly Hills Cop,4,"$431,012,375","$1,266,895,515","$712,145,974",1984,2024,40
51,Home Alone,https://www.the-numbers.com/movies/franchise/Home-Alone,6,"$490,039,196","$1,253,456,293","$866,367,928",Home Alone,6,"$490,039,196","$1,253,456,293","$866,367,928",1990,2021,31
52,Lethal Weapon,https://www.the-numbers.com/movies/franchise/Lethal-Weapon,4,"$487,622,466","$1,253,362,668","$952,592,350",Lethal Weapon,4,"$487,622,466","$1,253,362,668","$952,592,350",1987,1998,11
53,Top Gun,https://www.the-numbers.com/movies/franchise/Top-Gun,3,"$899,203,310","$1,250,369,063","$1,821,105,154",Top Gun,3,"$899,203,310","$1,250,369,063","$1,821,863,981",1986,2025,39
54,Thor,https://www.the-numbers.com/movies/franchise/Thor,4,"$1,045,707,883","$1,249,667,145","$2,705,339,993",Thor,4,"$1,045,707,883","$1,249,667,145","$2,705,339,993",2011,2022,11
55,Bourne,https://www.the-numbers.com/movies/franchise/Bourne,5,"$800,424,270","$1,242,903,977","$1,665,926,127",Bourne,5,"$800,424,270","$1,242,903,977","$1,665,926,127",2002,2016,14
56,Ice Age,https://www.the-numbers.com/movies/franchise/Ice-Age,8,"$793,676,582","$1,229,598,633","$3,206,624,261",Ice Age,8,"$793,676,582","$1,229,598,633","$3,206,624,261",2002,2022,20
57,Teenage Mutant Ninja Turtles,https://www.the-numbers.com/movies/franchise/Teenage-Mutant-Ninja-Turtles,8,"$702,302,062","$1,215,105,980","$1,329,689,433",Teenage Mutant Ninja Turtles,8,"$702,302,062","$1,215,105,980","$1,329,689,433",1990,2026,36
59,Cinderella,https://www.the-numbers.com/movies/franchise/Cinderella,3,"$85,000,000","$1,177,243,429","$263,591,415",Cinderella,3,"$85,000,000","$1,177,243,429","$263,591,415",1950,2019,69
60,The Incredibles,https://www.the-numbers.com/movies/franchise/Incredibles-The,3,"$870,022,836","$1,173,452,146","$1,874,246,451",The Incredibles,3,"$870,022,836","$1,173,452,146","$1,874,246,451",2004,2025,21
62,Minions,https://www.the-numbers.com/movies/franchise/Minions,6,"$1,067,320,740","$1,169,776,173","$3,061,934,147",Minions,6,"$1,067,320,740","$1,169,200,618","$3,055,859,528",2015,2027,12
63,Back to the Future,https://www.the-numbers.com/movies/franchise/Back-to-the-Future,3,"$421,641,737","$1,168,508,125","$964,445,949",Back to the Future,3,"$421,641,737","$1,165,751,636","$964,445,949",1985,1990,5
64,Matrix,https://www.the-numbers.com/movies/franchise/Matrix,4,"$635,281,183","$1,159,417,851","$1,791,049,142",Matrix,4,"$635,281,183","$1,156,415,869","$1,791,049,142",1999,2021,22
65,Halloween,https://www.the-numbers.com/movies/franchise/Halloween,14,"$624,157,321","$1,157,856,417","$855,142,465",Halloween,14,"$624,157,321","$1,157,849,938","$855,142,465",1978,2022,44
66,Jumanji,https://www.the-numbers.com/movies/franchise/Jumanji,4,"$849,844,012","$1,148,772,684","$2,078,293,569",Jumanji,4,"$849,844,012","$1,148,772,684","$2,078,293,569",1995,2019,24
67,Jack Ryan,https://www.the-numbers.com/movies/franchise/Jack-Ryan,5,"$495,058,617","$1,133,613,588","$910,977,412",Jack Ryan,5,"$495,058,617","$1,133,613,588","$910,977,412",1990,2014,24
68,Inside Out,https://www.the-numbers.com/movies/franchise/Inside-Out,2,"$1,009,441,905","$1,108,811,416","$2,548,247,104",Inside Out,2,"$1,009,441,905","$1,108,811,416","$2,543,526,030",2015,2024,9
69,Godzilla,https://www.the-numbers.com/movies/franchise/Godzilla,12,"$816,781,287","$1,099,302,110","$2,500,216,216",Godzilla,12,"$816,055,411","$1,098,576,234","$2,499,489,912",1954,2024,70
70,Jungle Book,https://www.the-numbers.com/movies/franchise/Jungle-Book,3,"$189,744,582","$1,095,364,661","$281,767,202",Jungle Book,3,"$189,744,582","$1,095,364,661","$281,767,202",1967,2013,46
71,Frozen,https://www.the-numbers.com/movies/franchise/Frozen,4,"$878,326,587","$1,092,667,710","$2,724,218,978",Frozen,4,"$878,326,587","$1,092,667,710","$2,725,032,133",2013,2027,14
72,Captain America,https://www.the-numbers.com/movies/franchise/Captain-America,4,"$844,485,812","$1,091,441,463","$2,236,871,251",Captain America,4,"$844,485,812","$1,091,441,463","$2,236,871,251",2011,2025,14
74,Die Hard,https://www.the-numbers.com/movies/franchise/Die-Hard,5,"$505,107,524","$1,068,614,512","$1,436,104,549",Die Hard,5,"$505,107,524","$1,068,614,512","$1,436,104,549",1988,2013,25
75,Pink Panther,https://www.the-numbers.com/movies/franchise/Pink-Panther,11,"$267,433,670","$1,063,760,104","$378,233,747",Pink Panther,11,"$267,433,670","$1,063,760,104","$378,233,747",1964,2009,45
76,Mummy,https://www.the-numbers.com/movies/franchise/Mummy,4,"$552,217,951","$1,038,223,783","$1,424,829,789",Mummy,4,"$552,217,951","$1,038,093,130","$1,424,829,789",1999,2008,9
78,Meet the Parents,https://www.the-numbers.com/movies/franchise/Meet-the-Parents,3,"$593,831,215","$1,012,764,820","$1,157,643,189",Meet the Parents,3,"$593,831,215","$1,012,764,820","$1,157,643,189",2000,2010,10
79,Friday the 13th,https://www.the-numbers.com/movies/franchise/Friday-the-13th,12,"$382,746,073","$1,003,075,238","$466,199,585",Friday the 13th,12,"$382,746,073","$1,003,075,238","$466,199,585",1980,2009,29
80,Madagascar,https://www.the-numbers.com/movies/franchise/Madagascar,5,"$673,512,794","$998,541,386","$2,270,104,142",Madagascar,5,"$673,512,794","$998,541,386","$2,270,104,142",2005,2019,14
82,Karate Kid,https://www.the-numbers.com/movies/franchise/Karate-Kid,6,"$430,055,661","$995,026,393","$612,381,804",Karate Kid,6,"$430,055,661","$995,026,393","$612,381,804",1984,2025,41
83,The Sting,https://www.the-numbers.com/movies/franchise/Sting-The,2,"$165,963,399","$993,847,634","$165,963,399",The Sting,2,"$165,963,399","$993,847,634","$165,963,399",1973,1983,10
84,The Conjuring,https://www.the-numbers.com/movies/franchise/Conjuring-The,10,"$824,474,252","$990,276,801","$2,374,058,127",The Conjuring,10,"$824,474,252","$990,276,801","$2,374,058,127",2013,2025,12
85,Wizard of Oz,https://www.the-numbers.com/movies/franchise/Wizard-of-Oz,5,"$299,627,135","$982,274,290","$555,526,415",Wizard of Oz,5,"$280,427,135","$961,573,941","$536,326,415",1939,2025,86
86,Rush Hour,https://www.the-numbers.com/movies/franchise/Rush-Hour,3,"$507,477,118","$974,189,258","$849,311,714",Rush Hour,3,"$507,477,118","$974,189,258","$849,311,714",1998,2007,9
87,Austin Powers,https://www.the-numbers.com/movies/franchise/Austin-Powers,3,"$473,041,863","$959,201,209","$676,406,139",Austin Powers,3,"$473,041,863","$959,201,209","$676,406,139",1997,2002,5
88,Around the World in 80 Days,https://www.the-numbers.com/movies/franchise/Around-the-World-in-80-Days,2,"$66,004,159","$947,189,055","$114,004,159",Around the World in 80 Days,2,"$66,004,159","$947,189,055","$114,004,159",1956,2004,48
89,Alvin and the Chipmunks,https://www.the-numbers.com/movies/franchise/Alvin-and-the-Chipmunks,5,"$655,935,962","$937,093,359","$1,404,694,725",Alvin and the Chipmunks,5,"$655,935,962","$937,093,359","$1,404,694,725",2007,2015,8
90,Kung Fu Panda,https://www.the-numbers.com/movies/franchise/Kung-Fu-Panda,5,"$717,802,893","$920,552,748","$2,364,978,138",Kung Fu Panda,5,"$717,802,893","$920,552,748","$2,364,988,443",2008,2024,16
92,Muppets,https://www.the-numbers.com/movies/franchise/Muppets,10,"$351,214,453","$909,443,586","$455,528,934",Muppets,10,"$351,214,453","$909,443,586","$455,537,083",1979,2025,46
93,Scream,https://www.the-numbers.com/movies/franchise/Scream,7,"$521,761,480","$904,965,122","$911,176,246",Scream,7,"$521,761,480","$904,965,122","$911,176,246",1996,2026,30
95,MonsterVerse,https://www.the-numbers.com/movies/franchise/MonsterVerse,5,"$776,495,129","$900,109,305","$2,491,619,861",MonsterVerse,5,"$776,495,129","$900,109,305","$2,491,619,861",2014,2024,10
96,Hangover,https://www.the-numbers.com/movies/franchise/Hangover,3,"$643,986,880","$893,294,349","$1,414,251,960",Hangover,3,"$643,986,880","$893,294,349","$1,414,251,960",2009,2013,4
97,Saturday Night Fever,https://www.the-numbers.com/movies/franchise/Saturday-Night-Fever,2,"$203,327,598","$892,378,803","$408,441,474",Saturday Night Fever,2,"$203,327,598","$892,378,803","$408,441,474",1977,1983,6
98,Hannibal Lecter,https://www.the-numbers.com/movies/franchise/Hannibal-Lecter,5,"$425,065,056","$890,044,156","$921,488,140",Hannibal Lecter,5,"$425,065,056","$890,044,156","$921,488,140",1986,2007,21
99,"Monsters, Inc.",https://www.the-numbers.com/movies/franchise/Monsters-Inc,2,"$558,637,754","$888,915,857","$1,303,939,529","Monsters, Inc.",2,"$558,637,754","$888,915,857","$1,303,939,529",2001,2013,12
100,Rambo,https://www.the-numbers.com/movies/franchise/Rambo,5,"$338,917,404","$886,710,216","$818,951,691",Rambo,5,"$338,917,404","$886,710,216","$818,951,691",1982,2019,37
102,Independence Day,https://www.the-numbers.com/movies/franchise/Independence-Day,2,"$409,313,541","$875,263,299","$1,201,570,302",Independence Day,2,"$409,313,541","$875,263,299","$1,201,570,302",1996,2016,20
103,Twister,https://www.the-numbers.com/movies/franchise/Twister,2,"$509,450,650","$857,219,456","$865,448,265",Twister,2,"$509,450,650","$857,219,456","$865,748,823",1996,2024,28
104,Cars,https://www.the-numbers.com/movies/franchise/Cars,3,"$588,434,972","$845,723,512","$1,405,327,310",Cars,3,"$588,434,972","$845,723,512","$1,405,327,310",2006,2017,11
105,Bad Boys,https://www.the-numbers.com/movies/franchise/Bad-Boys,4,"$602,179,355","$843,977,693","$1,239,517,295",Bad Boys,4,"$602,179,355","$843,977,693","$1,239,571,616",1995,2024,29
107,Scary Movie,https://www.the-numbers.com/movies/franchise/Scary-Movie,5,"$461,023,680","$838,164,738","$830,913,702",Scary Movie,5,"$461,023,680","$838,164,738","$830,913,702",2000,2013,13
108,Crocodile Dundee,https://www.the-numbers.com/movies/franchise/Crocodile-Dundee,4,"$309,699,835","$836,634,388","$607,202,827",Crocodile Dundee,4,"$309,699,835","$836,634,388","$607,202,827",1986,2020,34
109,Nightmare on Elm Street,https://www.the-numbers.com/movies/franchise/Nightmare-on-Elm-Street,9,"$361,659,872","$829,806,896","$450,407,859",Nightmare on Elm Street,9,"$361,659,872","$829,806,896","$448,306,620",1984,2010,26
110,Grease,https://www.the-numbers.com/movies/franchise/Grease,2,"$196,110,853","$823,381,488","$401,769,400",Grease,2,"$196,110,853","$823,381,488","$401,769,400",1978,1982,4
111,Hulk,https://www.the-numbers.com/movies/franchise/Hulk,3,"$582,042,436","$817,256,184","$1,361,088,316",Hulk,3,"$582,042,436","$817,256,184","$1,361,088,316",2003,2017,14
112,Night at the Museum,https://www.the-numbers.com/movies/franchise/Night-at-the-Museum,4,"$541,853,610","$805,246,887","$1,335,434,091",Night at the Museum,4,"$541,853,610","$805,246,887","$1,335,434,091",2006,2022,16
113,Fantasia,https://www.the-numbers.com/movies/franchise/Fantasia,2,"$143,827,228","$802,046,143","$143,839,080",Fantasia,2,"$143,827,228","$802,046,143","$143,839,080",1940,1999,59
114,Man of Steel,https://www.the-numbers.com/movies/franchise/Man-of-Steel,2,"$621,405,712","$797,621,751","$1,540,394,609",Man of Steel,2,"$621,405,712","$797,621,751","$1,540,394,609",2013,2016,3
115,Saw,https://www.the-numbers.com/movies/franchise/Saw,10,"$531,560,470","$785,815,790","$1,147,201,710",Saw,10,"$531,560,470","$785,815,790","$1,131,092,338",2004,2023,19
116,Santa Clause,https://www.the-numbers.com/movies/franchise/Santa-Clause,3,"$369,265,333","$779,606,150","$470,850,714",Santa Clause,3,"$369,265,333","$779,606,150","$470,850,714",1994,2006,12
118,Madea,https://www.the-numbers.com/movies/franchise/Madea,11,"$555,578,144","$769,816,284","$558,593,220",Madea,11,"$555,578,144","$769,816,284","$558,593,220",2005,2022,17
120,American Pie,https://www.the-numbers.com/movies/franchise/American-Pie,8,"$408,010,808","$755,800,677","$990,376,564",American Pie,8,"$408,010,808","$755,800,677","$990,376,564",1999,2012,13
121,Lego,https://www.the-numbers.com/movies/franchise/Lego,13,"$598,623,165","$747,113,571","$1,090,526,944",Lego,13,"$598,623,165","$747,113,571","$1,090,526,944",2014,2020,6
122,American Graffiti,https://www.the-numbers.com/movies/franchise/American-Graffiti,2,"$123,657,835","$737,226,984","$148,657,835",American Graffiti,2,"$123,657,835","$736,960,999","$148,657,835",1973,1979,6
123,How to Train Your Dragon,https://www.the-numbers.com/movies/franchise/How-to-Train-Your-Dragon,6,"$555,383,661","$720,064,653","$1,630,437,163",How to Train Your Dragon,6,"$555,383,661","$720,064,653","$1,630,437,163",2010,2025,15
124,Police Academy,https://www.the-numbers.com/movies/franchise/Police-Academy,7,"$239,379,689","$715,299,915","$239,379,689",Police Academy,7,"$239,379,689","$715,299,915","$239,379,689",1984,1994,10
125,Doctor Strange,https://www.the-numbers.com/movies/franchise/Doctor-Strange,3,"$643,973,527","$710,912,939","$1,628,568,160",Doctor Strange,3,"$643,973,527","$710,912,939","$1,628,568,160",2007,2022,15
126,National Lampoon's Vacation,https://www.the-numbers.com/movies/franchise/National-Lampoons-Vacation,5,"$280,008,120","$706,656,144","$323,449,253",National Lampoon's Vacation,5,"$280,008,120","$702,965,234","$323,449,253",1983,2015,32
127,Ant-Man,https://www.the-numbers.com/movies/franchise/Ant-Man,3,"$611,357,812","$701,307,066","$1,605,638,412",Ant-Man,3,"$611,357,812","$701,307,066","$1,605,638,412",2015,2023,8
129,Psycho,https://www.the-numbers.com/movies/franchise/Psycho,4,"$78,481,606","$651,531,752","$78,483,783",Psycho,4,"$78,481,606","$651,531,752","$78,483,783",1960,1993,33
130,The Secret Life of Pets,https://www.the-numbers.com/movies/franchise/Secret-Life-of-Pets-The,2,"$528,309,250","$647,000,907","$1,332,462,908",The Secret Life of Pets,2,"$528,309,250","$646,655,515","$1,332,462,908",2016,2019,3
132,It,https://www.the-numbers.com/movies/franchise/It,2,"$540,422,102","$644,162,339","$1,168,574,332",It,2,"$540,422,102","$642,576,968","$1,168,574,332",2017,2019,2
133,National Treasure,https://www.the-numbers.com/movies/franchise/National-Treasure,3,"$392,966,503","$640,755,115","$788,649,214",National Treasure,3,"$392,966,503","$640,755,115","$788,649,214",2004,2025,21
135,Three Men and a Baby,https://www.the-numbers.com/movies/franchise/Three-Men-and-a-Baby,2,"$239,390,281","$634,835,192","$239,390,281",Three Men and a Baby,2,"$239,390,281","$634,835,192","$239,390,281",1987,1990,3
136,Mario,https://www.the-numbers.com/movies/franchise/Mario,3,"$595,779,237","$629,211,641","$1,382,420,530",Mario,3,"$595,779,237","$629,211,641","$1,384,169,840",1993,2026,33
137,Spy Kids,https://www.the-numbers.com/movies/franchise/Spy-Kids,5,"$348,835,365","$626,074,469","$565,946,536",Spy Kids,5,"$348,835,365","$626,074,469","$565,946,536",2001,2023,22
138,Hotel Transylvania,https://www.the-numbers.com/movies/franchise/Hotel-Transylvania,5,"$485,513,250","$615,967,658","$1,398,011,393",Hotel Transylvania,5,"$485,513,250","$615,967,658","$1,398,761,183",2012,2022,10
139,Fugitive,https://www.the-numbers.com/movies/franchise/Fugitive,2,"$241,709,363","$611,718,560","$411,548,920",Fugitive,2,"$241,709,363","$611,718,560","$411,548,920",1993,1998,5
140,Venom,https://www.the-numbers.com/movies/franchise/Venom,3,"$556,887,250","$608,801,272","$1,795,953,451",Venom,3,"$427,061,774","$478,975,796","$1,357,627,975",2018,2024,6
141,2001,https://www.the-numbers.com/movies/franchise/2001,2,"$100,936,321","$601,472,051","$112,777,922",2001,2,"$100,936,321","$601,008,867","$112,796,856",1968,1984,16
142,Jackass,https://www.the-numbers.com/movies/franchise/Jackass,9,"$414,037,186","$593,576,800","$571,939,128",Jackass,9,"$414,037,186","$593,576,800","$571,939,128",2002,2022,20
143,Da Vinci Code,https://www.the-numbers.com/movies/franchise/Da-Vinci-Code,3,"$385,255,558","$592,521,860","$1,478,215,672",Da Vinci Code,3,"$385,255,558","$592,521,860","$1,478,215,672",2006,2016,10
144,Gremlins,https://www.the-numbers.com/movies/franchise/Gremlins,2,"$193,138,010","$591,924,087","$193,921,855",Gremlins,2,"$193,138,010","$591,924,087","$193,921,855",1984,1990,6
145,Bruce Almighty,https://www.the-numbers.com/movies/franchise/Bruce-Almighty,2,"$342,994,685","$591,030,457","$658,599,937",Bruce Almighty,2,"$342,994,685","$591,030,457","$658,599,937",2003,2007,4
147,Addams Family,https://www.the-numbers.com/movies/franchise/Addams-Family,4,"$314,149,987","$586,467,133","$557,767,880",Addams Family,4,"$314,149,987","$586,467,133","$557,767,880",1991,2021,30
148,The Little Mermaid,https://www.the-numbers.com/movies/franchise/Little-Mermaid-The,4,"$409,715,535","$584,265,343","$791,893,903",The Little Mermaid,4,"$409,715,535","$584,265,343","$791,893,903",1989,2023,34
149,Porky's,https://www.the-numbers.com/movies/franchise/Porkys,3,"$163,769,750","$579,309,503","$163,769,750",Porky's,3,"$163,769,750","$579,309,503","$163,769,750",1982,1985,3
151,Predator,https://www.the-numbers.com/movies/franchise/Predator,8,"$313,156,619","$572,571,970","$741,185,941",Predator,8,"$313,156,619","$572,571,970","$741,185,941",1987,2025,38
153,Nutty Professor,https://www.the-numbers.com/movies/franchise/Nutty-Professor,2,"$252,121,964","$560,782,198","$440,121,964",Nutty Professor,2,"$252,121,964","$560,782,198","$440,121,964",1996,2000,4
